#Timestamp	Benchmark	Run(#)	GPU Frequency (MHz)	GPU Temperature(C)	GPU Voltage(V)	GPU Power(W)	inst_executed_cs	sm_inst_executed_texture	sm_inst_executed_global_loads	m_inst_executed_global_stores	threads_launched	gpu_busy	sm_executed_ipc	sm_issued_ipc	l2_write_bytes	l2_read_bytes	sm_active_cycles	sm_active_warps	sm_warps_launched
536 particlefilter 1 537 42 0.820000 1.125600  nan nan nan nan nan nan nan nan nan nan nan nan nan
1066 particlefilter 1 537 42 0.820000 1.078600  nan nan nan nan nan 1.179042 nan nan nan nan nan nan nan
1595 particlefilter 1 537 42 0.820000 1.079400  nan nan nan nan nan 0.137134 nan nan nan nan nan nan nan
2125 particlefilter 1 537 42 0.820000 1.078800  nan nan nan nan nan 0.133124 nan nan nan nan nan nan nan
2654 particlefilter 1 537 42 0.820000 1.079200  nan nan nan nan nan 0.137438 nan nan nan nan nan nan nan
3183 particlefilter 1 537 42 0.820000 1.079000  nan nan nan nan nan 0.134309 nan nan nan nan nan nan nan
3712 particlefilter 1 537 42 0.820000 1.079600  nan nan nan nan nan 0.139498 nan nan nan nan nan nan nan
4245 particlefilter 1 537 42 0.820000 1.079400  nan nan nan nan nan 0.000000 nan nan nan nan nan nan nan
4775 particlefilter 1 537 42 0.820000 1.079000  nan nan nan nan nan 0.133291 nan nan nan nan nan nan nan
5305 particlefilter 1 537 42 0.820000 1.079400  nan nan nan nan nan 0.137958 nan nan nan nan nan nan nan
5834 particlefilter 1 537 42 0.820000 1.079800  nan nan nan nan nan 0.134952 nan nan nan nan nan nan nan
6365 particlefilter 1 537 42 0.820000 1.079000  nan nan nan nan nan 0.138253 nan nan nan nan nan nan nan
6896 particlefilter 1 537 42 0.820000 1.079400  nan nan nan nan nan 0.134561 nan nan nan nan nan nan nan
7427 particlefilter 1 537 42 0.820000 1.079000  nan nan nan nan nan 0.137735 nan nan nan nan nan nan nan
7956 particlefilter 1 537 41 0.820000 1.079400  nan nan nan nan nan 0.134199 nan nan nan nan nan nan nan
